idPedido,dtPedido,flKetchup,descUF,txtRecado
0,2023-05-11T10:59:33.000+0000,null,Goiás,null
1,2023-05-11T11:23:42.000+0000,null,Paraná,Aquela pizza perfeita! :-D
2,2023-05-11T11:24:29.000+0000,null,São Paulo,Muito obrigado!!
3,2023-05-11T11:29:39.000+0000,null,São Paulo,null
4,2023-05-11T11:31:30.000+0000,null,Rio Grande do Sul,Capricha no peperoni
5,2023-05-11T11:32:44.000+0000,null,São Paulo,null
6,2023-05-11T11:47:54.000+0000,null,Ceará,Espero que não dropem minha pizza ^^
7,2023-05-11T11:52:31.000+0000,null,São Paulo,Forno a lenha por favor.
8,2023-05-11T12:01:49.000+0000,null,Goiás,null
9,2023-05-11T12:18:25.000+0000,true,Rio de Janeiro,null
10,2023-05-11T12:19:47.000+0000,true,Goiás,"Amo vocês, quero dividir a pizza com vocês ♥️"
11,2023-05-11T12:45:48.000+0000,true,Minas Gerais,Certeza que vai ser um evento sensacional como todos os que participei desde quando conheci a LinuxTips. #Vai!!!
12,2023-05-11T12:56:52.000+0000,false,São Paulo,Show
13,2023-05-11T13:05:24.000+0000,false,Rio Grande do Sul,Vocês são sensacionais <3
14,2023-05-11T13:33:49.000+0000,true,São Paulo,Espero que esta pizza esteja tão boa quanto as outras que vocês servem para comunidade
15,2023-05-11T14:19:14.000+0000,false,São Paulo,Capricha!
16,2023-05-11T14:47:39.000+0000,false,São Paulo,#VAIIII <3
17,2023-05-11T15:16:49.000+0000,false,São Paulo,Quero um evento de pizzas mesmo hahaha ia ser mto mara
18,2023-05-11T15:36:52.000+0000,true,Santa Catarina,null
19,2023-05-11T15:48:08.000+0000,true,Bahia,"Aguardando muito esse treinamento. O Téo tem uma excelente didática e o Jeferson como sempre proporcionando conteúdo para os famintos por conhecimento, rs."
20,2023-05-11T16:40:11.000+0000,true,São Paulo,Brilhem e #VAAAAIIIIIII vocês são fodas
21,2023-05-11T16:45:29.000+0000,false,Alagoas,Capricha no peperoni
22,2023-05-11T17:05:02.000+0000,true,São Paulo,capricha no queijo :)
23,2023-05-11T17:22:38.000+0000,true,Paraná,null
24,2023-05-11T17:41:33.000+0000,false,Paraná,null
25,2023-05-11T18:02:37.000+0000,true,Rio de Janeiro,null
26,2023-05-11T18:55:53.000+0000,false,Rio de Janeiro,Gostosa demais!!!
27,2023-05-11T19:45:59.000+0000,true,Bahia,Cuidado com o ponto do camarão.
28,2023-05-11T21:33:08.000+0000,false,Minas Gerais,TOP
29,2023-05-12T01:09:17.000+0000,false,São Paulo,Estou com uma festa em casa e o pessoal está cheio de fome. Preciso o mais rápido que possível a pizza é bem recheada. Rápido rápido eles estão aguardando ansiosos!
30,2023-05-12T09:56:30.000+0000,true,São Paulo,null
31,2023-05-12T15:13:58.000+0000,false,Santa Catarina,Poderia ter borda de chocolate! Hahaha
32,2023-05-12T15:17:59.000+0000,true,Rio de Janeiro,null
33,2023-05-12T15:34:37.000+0000,false,Minas Gerais,null
34,2023-05-12T15:34:45.000+0000,true,Distrito Federal,null
35,2023-05-12T15:45:07.000+0000,true,Distrito Federal,Vocês são FOOOODAS!
36,2023-05-12T15:48:02.000+0000,false,Paraíba,vaiiii!
37,2023-05-12T15:48:17.000+0000,true,Rio Grande do Sul,null
38,2023-05-12T15:55:35.000+0000,false,Bahia,Quero saber qual é a forma definitiva da pronúncia de SQL! Abraço!
39,2023-05-12T16:07:08.000+0000,false,Distrito Federal,João 3.16
40,2023-05-12T16:19:19.000+0000,true,Paraná,null
41,2023-05-12T16:27:09.000+0000,false,Distrito Federal,Vocês são demais!
42,2023-05-12T16:35:59.000+0000,false,São Paulo,null
43,2023-05-12T16:52:02.000+0000,true,São Paulo,"Vocês são massa demais, inspiração!"
44,2023-05-12T17:06:11.000+0000,true,Santa Catarina,null
45,2023-05-12T17:13:16.000+0000,true,Paraná,Tu vai acabar em Pizza !!!
46,2023-05-12T18:24:24.000+0000,true,São Paulo,Capricha no queijo!
47,2023-05-12T18:35:58.000+0000,false,São Paulo,Capricha no bacon
48,2023-05-12T18:48:00.000+0000,true,Mato Grosso do Sul,Eu moro em Lisboa
49,2023-05-12T19:05:08.000+0000,true,Piauí,Muito bacana essa interação!!! Sucesso!!
50,2023-05-12T19:08:02.000+0000,true,São Paulo,null
51,2023-05-12T19:21:02.000+0000,true,Goiás,Muito queijo por favor
52,2023-05-12T19:50:08.000+0000,true,São Paulo,Sucesso!
53,2023-05-12T19:53:51.000+0000,true,São Paulo,Sem cebola rsrsrs
54,2023-05-12T20:22:35.000+0000,false,São Paulo,null
55,2023-05-12T20:47:23.000+0000,false,São Paulo,"Voces sao fera, tamo junto!"
56,2023-05-12T20:49:42.000+0000,true,Santa Catarina,"Entrega na portaria, por favor"
57,2023-05-12T20:54:45.000+0000,true,Rio Grande do Sul,Os cursos mais fodas estão aqui na LinuxTips!
58,2023-05-12T20:55:57.000+0000,false,São Paulo,null
59,2023-05-12T21:09:39.000+0000,true,Rio Grande do Sul,Vaiiiiii
60,2023-05-12T21:22:54.000+0000,false,Espírito Santo,VAIIIII
61,2023-05-12T21:23:58.000+0000,false,Rio de Janeiro,null
62,2023-05-12T21:38:00.000+0000,true,Santa Catarina,"Parabéns pela dinâmica, deixa ainda mais divertida a tal ""arte de aprender"". Show!!"
63,2023-05-12T21:43:09.000+0000,false,São Paulo,Obrigado
64,2023-05-12T22:15:54.000+0000,false,Pernambuco,null
65,2023-05-12T22:39:36.000+0000,false,Mato Grosso,null
66,2023-05-12T22:41:04.000+0000,false,São Paulo,Pizza bem passada
67,2023-05-12T22:46:46.000+0000,false,São Paulo,null
68,2023-05-12T23:05:46.000+0000,true,São Paulo,null
69,2023-05-12T23:08:45.000+0000,false,Pernambuco,null
70,2023-05-12T23:41:49.000+0000,true,São Paulo,"Aí sim, trouxe o melhor cara de dados, agora só falta a parceria com a Databricks hahaha"
71,2023-05-13T00:03:18.000+0000,true,São Paulo,Vocês são froids
72,2023-05-13T00:57:04.000+0000,false,São Paulo,massa no fogo!
73,2023-05-13T05:39:17.000+0000,true,Rio de Janeiro,Quando voces entregam a pizza? (haha)
74,2023-05-13T07:47:04.000+0000,false,Rio Grande do Norte,Boa pra cima!
75,2023-05-13T08:38:24.000+0000,false,São Paulo,null
76,2023-05-13T08:52:14.000+0000,false,Minas Gerais,null
77,2023-05-13T09:01:43.000+0000,false,Minas Gerais,Agradeço pela boa vontade em oferecer um curso gratuito
78,2023-05-13T09:24:00.000+0000,false,Espírito Santo,Não deixe queimar a pizza
79,2023-05-13T09:55:56.000+0000,true,Rio de Janeiro,"Nada de ficar fazendo malabarismo com a massa, hein"
80,2023-05-13T10:03:10.000+0000,false,São Paulo,Sorteia uns cursos pra nós
81,2023-05-13T10:38:55.000+0000,true,Ceará,null
82,2023-05-13T11:30:18.000+0000,false,São Paulo,null
83,2023-05-13T11:36:15.000+0000,false,Rio de Janeiro,Favor cortar em formato de pentagrama invertido.
84,2023-05-13T11:40:12.000+0000,false,Distrito Federal,null
85,2023-05-13T11:48:06.000+0000,true,Goiás,null
86,2023-05-13T11:49:24.000+0000,true,São Paulo,Vai ser demais esse intensivo
87,2023-05-13T11:56:10.000+0000,false,São Paulo,null
88,2023-05-13T12:16:02.000+0000,true,Rio de Janeiro,null
89,2023-05-13T12:23:30.000+0000,false,Rio de Janeiro,null
90,2023-05-13T12:34:32.000+0000,true,Ceará,null
91,2023-05-13T12:57:01.000+0000,false,São Paulo,null
92,2023-05-13T14:03:41.000+0000,false,Pernambuco,null
93,2023-05-13T14:09:47.000+0000,false,São Paulo,null
94,2023-05-13T14:27:23.000+0000,true,Rio Grande do Norte,"Essas iniciativas ajudam bastante quem tá na correria do dia-a-dia para tentar da uma vida melhor para a família e tem que enfrentar os obstáculos da vida, parabéns pela iniciativa, muito obrigado pela oportunidade!"
95,2023-05-13T14:35:59.000+0000,false,Mato Grosso,"Gosto da minha pizza com massa fina e crocante e os ingredientes da cobertura não podem ser em excesso, onde o sabor de um se sobressai ao outro."
96,2023-05-13T15:01:23.000+0000,true,Piauí,null
97,2023-05-13T15:20:52.000+0000,false,Ceará,null
98,2023-05-13T15:41:12.000+0000,false,Minas Gerais,Sem cebola
99,2023-05-13T16:29:04.000+0000,false,Paraná,Só agradecer e dizer que o Téo é o Calvo mais cabeludo que eu já vi. rs
100,2023-05-13T16:46:30.000+0000,true,São Paulo,"Quero bacon em pedaços, não em fatias, obrigado!"
101,2023-05-13T16:58:50.000+0000,false,São Paulo,Arrasa !
102,2023-05-13T18:28:26.000+0000,true,Rio de Janeiro,null
103,2023-05-13T18:34:30.000+0000,false,Goiás,"Me contrata, nunca pedi nada!"
104,2023-05-13T19:43:50.000+0000,false,São Paulo,null
105,2023-05-13T20:12:30.000+0000,false,Ceará,null
106,2023-05-13T20:34:14.000+0000,true,Goiás,null
107,2023-05-13T21:08:51.000+0000,false,Paraná,null
108,2023-05-13T21:58:49.000+0000,true,Rio Grande do Sul,null
109,2023-05-13T22:14:21.000+0000,false,Ceará,Faltou o refrigerante zero
110,2023-05-13T22:58:13.000+0000,true,Espírito Santo,null
111,2023-05-13T23:33:55.000+0000,false,São Paulo,null
112,2023-05-13T23:40:43.000+0000,true,Minas Gerais,Capricha na cogumelo e se possívle faz a pizza a palito. Parabéns pelo material que oferem é incrivel.
113,2023-05-14T00:14:34.000+0000,true,São Paulo,Só aguardando o preparo da pizza com o capricho de sempre! Vaaaiiii!!!
114,2023-05-14T04:44:51.000+0000,false,Rio de Janeiro,SQL - Salve Querido Linuxtips
115,2023-05-14T06:53:14.000+0000,true,Paraná,Vai acabar tudo em Pizza !!!
116,2023-05-14T07:21:37.000+0000,false,Bahia,Tem que chegar quente!
117,2023-05-14T08:08:52.000+0000,false,São Paulo,null
118,2023-05-14T09:32:54.000+0000,true,Paraíba,Capricha no gorgonzola e manda sachê de mostarda porfavor
119,2023-05-14T12:11:35.000+0000,false,Rio Grande do Sul,null
120,2023-05-14T14:48:37.000+0000,false,Rio de Janeiro,Caprichem hein!!
121,2023-05-14T15:52:33.000+0000,true,São Paulo,Capricha na PIZZA!!!
122,2023-05-14T16:09:07.000+0000,true,Rio de Janeiro,null
123,2023-05-14T16:12:15.000+0000,true,Pará,null
124,2023-05-14T16:22:37.000+0000,false,Espírito Santo,me vê uma none pizza with left beef
125,2023-05-14T16:35:09.000+0000,true,São Paulo,null
126,2023-05-14T18:08:31.000+0000,true,Goiás,Bota pra assar!!!
127,2023-05-14T18:38:38.000+0000,false,São Paulo,"Obrigada por disponibilizar conteúdos f*das para todos! Espero conseguir chegar no nível de vocês para também compartilhar conhecimento! Um abraço, Adelita."
128,2023-05-14T19:07:06.000+0000,false,São Paulo,Estou ansioso para o treinamento
129,2023-05-14T19:14:14.000+0000,true,Goiás,null
130,2023-05-14T19:36:32.000+0000,false,São Paulo,null
131,2023-05-14T19:55:46.000+0000,false,Rio de Janeiro,Favor adicionar orégano e pouco molho de tomate! Obrigada!
132,2023-05-14T21:50:41.000+0000,true,Goiás,Pizza que é good nois não have
133,2023-05-14T23:12:40.000+0000,true,Goiás,null
134,2023-05-14T23:38:42.000+0000,false,Rio Grande do Sul,"Explica de vagar por que eu não entendo nada. 
Parabéns pessoal! 
Até breve!"
135,2023-05-15T02:25:38.000+0000,true,Pernambuco,null
136,2023-05-15T07:44:46.000+0000,true,São Paulo,null
137,2023-05-15T07:54:31.000+0000,true,Rio de Janeiro,Me parece que o comunismo cresce
138,2023-05-15T08:26:26.000+0000,true,Minas Gerais,null
139,2023-05-15T08:36:15.000+0000,true,Paraná,null
140,2023-05-15T08:50:03.000+0000,true,São Paulo,N
141,2023-05-15T08:53:53.000+0000,true,Paraná,null
142,2023-05-15T08:58:23.000+0000,false,Santa Catarina,null
143,2023-05-15T09:03:05.000+0000,false,Paraná,VAIIII!!!
144,2023-05-15T09:17:08.000+0000,false,Minas Gerais,null
145,2023-05-15T09:28:23.000+0000,true,Rio Grande do Sul,null
146,2023-05-15T09:28:44.000+0000,true,Ceará,null
147,2023-05-15T09:59:50.000+0000,true,Rio de Janeiro,null
148,2023-05-15T10:59:31.000+0000,true,Rio de Janeiro,null
149,2023-05-15T11:56:49.000+0000,false,Minas Gerais,Bota queijo vegano na próxima pesquisa hehehehe
150,2023-05-15T12:04:43.000+0000,true,Minas Gerais,null
151,2023-05-15T12:55:34.000+0000,true,Bahia,null
152,2023-05-15T12:57:46.000+0000,false,São Paulo,null
153,2023-05-15T13:00:56.000+0000,false,Espírito Santo,É uma pizza vegana.
154,2023-05-15T13:18:46.000+0000,false,Ceará,Vcs são muito massa! 😎😎
155,2023-05-15T14:03:25.000+0000,true,Distrito Federal,Refrigerante zero! :)
156,2023-05-15T14:37:43.000+0000,true,Paraíba,null
157,2023-05-15T14:38:40.000+0000,false,Paraná,Queroe al bem tostada por gentileza e com bastante manjericão
158,2023-05-15T14:38:49.000+0000,false,São Paulo,null
159,2023-05-15T16:16:44.000+0000,true,Espírito Santo,null
160,2023-05-15T18:11:49.000+0000,false,Mato Grosso,"Quentinha, valeu!"
161,2023-05-15T18:27:26.000+0000,false,Mato Grosso,null
162,2023-05-15T19:34:37.000+0000,false,Paraná,null
163,2023-05-15T19:48:09.000+0000,true,Bahia,Fazer a pizza em forno a lenha.
164,2023-05-15T19:59:30.000+0000,true,São Paulo,null
165,2023-05-15T20:15:58.000+0000,false,Rio Grande do Sul,null
166,2023-05-15T20:36:22.000+0000,false,São Paulo,null
167,2023-05-15T21:09:09.000+0000,true,Rondônia,null
168,2023-05-15T21:23:34.000+0000,false,Santa Catarina,null
169,2023-05-15T21:54:15.000+0000,false,Minas Gerais,null
170,2023-05-15T23:02:43.000+0000,true,Rio Grande do Sul,Vamos a todo vapooor!!!
171,2023-05-15T23:30:52.000+0000,false,Distrito Federal,null
172,2023-05-16T03:46:53.000+0000,true,Espírito Santo,Let's go
173,2023-05-16T07:24:01.000+0000,true,São Paulo,Obrigado
174,2023-05-16T07:24:26.000+0000,true,Rio de Janeiro,null
175,2023-05-16T08:15:15.000+0000,false,São Paulo,Capricha na mussarela
176,2023-05-16T08:37:37.000+0000,false,Rio de Janeiro,Obrigada
177,2023-05-16T09:29:47.000+0000,true,Ceará,null
178,2023-05-16T09:30:19.000+0000,false,São Paulo,null
179,2023-05-16T09:47:38.000+0000,true,Rio Grande do Norte,null
180,2023-05-16T11:18:18.000+0000,true,Pernambuco,Espero q entregue em Pernambuco.
181,2023-05-16T11:27:28.000+0000,true,São Paulo,null
182,2023-05-16T13:08:14.000+0000,true,Rio de Janeiro,Parabéns pela iniciativa MASSA :D
183,2023-05-16T13:34:35.000+0000,false,Rio Grande do Sul,null
184,2023-05-16T14:13:50.000+0000,true,São Paulo,null
185,2023-05-16T15:51:07.000+0000,true,Mato Grosso,De da Água na Boca
186,2023-05-16T15:52:52.000+0000,false,Minas Gerais,null
187,2023-05-16T15:54:04.000+0000,false,São Paulo,Fazer pizza é tão simples quanto voar. VAAIIII
188,2023-05-16T15:56:43.000+0000,true,Paraná,null
189,2023-05-16T15:59:57.000+0000,false,São Paulo,null
190,2023-05-16T16:03:58.000+0000,false,São Paulo,null
191,2023-05-16T16:04:34.000+0000,true,Santa Catarina,null
192,2023-05-16T16:11:57.000+0000,true,Rio Grande do Sul,Capricha nos quejos! hahah
193,2023-05-16T16:12:54.000+0000,true,Minas Gerais,#VAAAI
194,2023-05-16T16:18:04.000+0000,false,São Paulo,null
195,2023-05-16T16:24:19.000+0000,false,Rio Grande do Sul,Desejo a todos uma linda e rica experiência.  Obrigada pela oportunidade!
196,2023-05-16T16:33:52.000+0000,true,Bahia,null
197,2023-05-16T17:04:04.000+0000,true,Mato Grosso,null
198,2023-05-16T17:16:11.000+0000,false,Rio Grande do Sul,null
199,2023-05-16T17:31:20.000+0000,true,Minas Gerais,null
200,2023-05-16T17:43:03.000+0000,true,Bahia,"inclua nesse pedido, uma porção grande de aprendizado"
201,2023-05-16T18:27:43.000+0000,true,Maranhão,Obligado
202,2023-05-16T19:36:34.000+0000,true,São Paulo,entrega do projeto pontual. vaaaiii!
203,2023-05-16T19:39:35.000+0000,false,São Paulo,null
204,2023-05-16T20:00:49.000+0000,false,São Paulo,null
205,2023-05-16T20:08:23.000+0000,false,São Paulo,#Vaaaaaaaaaaai
206,2023-05-16T20:33:16.000+0000,false,São Paulo,null
207,2023-05-16T20:37:29.000+0000,true,Rio de Janeiro,null
208,2023-05-16T20:41:47.000+0000,false,Paraná,null
209,2023-05-16T20:57:43.000+0000,true,Sergipe,Iniciativas como essas tá ajudando muito nesse momento de lay off onde as empresas passaram a pedir SQL. Muito obrigada pela oportunidade de aprender com vocês!
210,2023-05-16T21:13:51.000+0000,false,Pernambuco,brabos dms
211,2023-05-16T21:43:58.000+0000,true,Goiás,Zika da Galáxia
212,2023-05-16T22:16:05.000+0000,true,Rio de Janeiro,null
213,2023-05-16T22:50:56.000+0000,false,Ceará,"Não se preocupem, vou esperar na portaria, entregador não precisa e não deve subir! :]"
214,2023-05-16T23:44:54.000+0000,true,Minas Gerais,null
215,2023-05-17T08:35:00.000+0000,false,São Paulo,"vocês são demais, quero apresender cada vez mais com vocês"
216,2023-05-17T08:36:50.000+0000,false,São Paulo,Mamma mia
217,2023-05-17T09:14:36.000+0000,true,São Paulo,Caprichar na Cebola
218,2023-05-17T09:25:39.000+0000,true,Minas Gerais,null
219,2023-05-17T09:28:31.000+0000,false,Santa Catarina,Caprichem no recheio! :D
220,2023-05-17T10:20:22.000+0000,true,Rio de Janeiro,null
221,2023-05-17T10:29:46.000+0000,false,Paraná,Pra cima piázada! Evento será top!
222,2023-05-17T10:52:46.000+0000,false,Santa Catarina,Bora la
223,2023-05-17T10:55:05.000+0000,true,Santa Catarina,Capricha no recheio!
224,2023-05-17T10:56:39.000+0000,false,Minas Gerais,Caprichar no recheio
225,2023-05-17T11:12:43.000+0000,false,Pernambuco,caprichem!
226,2023-05-17T11:33:29.000+0000,false,São Paulo,null
227,2023-05-17T11:34:34.000+0000,true,Pernambuco,null
228,2023-05-17T11:46:01.000+0000,true,Ceará,null
229,2023-05-17T12:11:53.000+0000,false,Minas Gerais,Se tiver maionese temperada eu aceito.
230,2023-05-17T12:18:13.000+0000,false,Paraná,null
231,2023-05-17T12:26:05.000+0000,false,Bahia,null
232,2023-05-17T12:30:10.000+0000,true,Rio de Janeiro,null
233,2023-05-17T12:42:21.000+0000,false,Alagoas,VAI!!
234,2023-05-17T12:42:26.000+0000,false,São Paulo,null
235,2023-05-17T13:15:41.000+0000,false,São Paulo,Mamamia
236,2023-05-17T13:24:11.000+0000,true,Rio Grande do Norte,Mostarda também!
237,2023-05-17T14:55:07.000+0000,true,Pernambuco,null
238,2023-05-17T15:17:13.000+0000,false,São Paulo,null
239,2023-05-17T16:30:18.000+0000,false,Pernambuco,null
240,2023-05-17T16:34:30.000+0000,false,Pernambuco,null
241,2023-05-17T17:13:52.000+0000,true,São Paulo,Cadê as opções de Pizza Vegan? cadê o manjericão?
242,2023-05-17T17:23:19.000+0000,false,São Paulo,null
243,2023-05-17T19:55:59.000+0000,true,Rio de Janeiro,Não.
244,2023-05-17T20:52:27.000+0000,true,São Paulo,null
245,2023-05-17T21:55:17.000+0000,true,Espírito Santo,null
246,2023-05-18T01:33:54.000+0000,true,São Paulo,#VAAAAAI
247,2023-05-18T08:32:06.000+0000,true,Ceará,favor enviar o maionese e ketchup
248,2023-05-18T08:32:43.000+0000,false,Paraíba,null
249,2023-05-18T09:27:47.000+0000,false,Rio Grande do Sul,null
250,2023-05-18T09:36:49.000+0000,false,Rio Grande do Sul,null
251,2023-05-18T09:38:39.000+0000,true,Rio Grande do Sul,null
252,2023-05-18T10:01:51.000+0000,true,São Paulo,null
253,2023-05-18T10:16:54.000+0000,true,Rondônia,Capricha na borda
254,2023-05-18T12:04:37.000+0000,false,Rio Grande do Sul,null
255,2023-05-18T12:14:16.000+0000,false,São Paulo,null
256,2023-05-18T12:53:42.000+0000,true,Goiás,null
257,2023-05-18T13:42:10.000+0000,true,São Paulo,Confio na tua habilidade.
258,2023-05-18T13:50:46.000+0000,true,São Paulo,null
259,2023-05-18T13:58:08.000+0000,true,São Paulo,Por que não inovar e começar usar borda de chocolate na pizza salgada? Rs
260,2023-05-18T15:27:07.000+0000,false,Distrito Federal,Capricha !!!
261,2023-05-18T16:29:25.000+0000,false,Santa Catarina,null
262,2023-05-18T16:42:53.000+0000,false,Pernambuco,null
263,2023-05-18T17:08:57.000+0000,false,Alagoas,null
264,2023-05-18T18:46:16.000+0000,false,Pernambuco,null
265,2023-05-19T00:13:57.000+0000,false,Piauí,Nao economiza no cheddar
266,2023-05-19T07:52:38.000+0000,false,São Paulo,null
267,2023-05-19T08:05:39.000+0000,true,Bahia,null
268,2023-05-19T09:29:44.000+0000,false,Rio de Janeiro,null
269,2023-05-19T10:26:01.000+0000,true,Sergipe,Capricha no queijo de Cabra por favor!
